id,roomid,parentid,created_time,type,content,username,useraddress
13336,3711,\N,"2014-10-28 12:55:32","ready","global unready","VirtualCarolyn","128.2.220.118:50193"
13337,3711,\N,"2014-10-28 12:55:34","text","Once you've fully discussed this, press the \We're Ready\ button (or type \ready\).","VirtualCarolyn","128.2.220.118:50193"
13338,3691,\N,"2014-10-28 12:55:46","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:59681"
13339,3691,\N,"2014-10-28 12:55:54","presence","leave","VirtualCarolyn","128.2.220.118:59681"
13340,3711,\N,"2014-10-28 12:56:20","text","El, i am working as web analyst. What do you do?","praveengowdadm","116.75.123.81:59333"
13341,3714,\N,"2014-10-28 12:56:35","presence","join","VirtualCarolyn","128.2.220.118:50195"
13342,3714,\N,"2014-10-28 12:56:51","presence","join","gustavosf","179.219.248.135:32850"
13343,3714,\N,"2014-10-28 12:56:54","text"," \
In this collaborative activity, we will reflect on what you have learned about the field of learning analytics. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:50195"
13344,3714,\N,"2014-10-28 12:57:04","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:50195"
13345,3714,\N,"2014-10-28 12:57:17","ready","ready","gustavosf","179.219.248.135:32850"
13346,3714,\N,"2014-10-28 12:57:18","text","I think we're all ready.","VirtualCarolyn","128.2.220.118:50195"
13347,3714,\N,"2014-10-28 12:57:20","ready","global unready","VirtualCarolyn","128.2.220.118:50195"
13348,3714,\N,"2014-10-28 12:57:22","text","\
Now that you have viewed the videos, share what you found most interesting about learning analytics.\
    ","VirtualCarolyn","128.2.220.118:50195"
13349,3714,\N,"2014-10-28 12:57:28","ready","global unready","VirtualCarolyn","128.2.220.118:50195"
13350,3714,\N,"2014-10-28 12:57:30","ready","ready","gustavosf","179.219.248.135:32850"
13351,3714,\N,"2014-10-28 12:57:30","text","Okay...","VirtualCarolyn","128.2.220.118:50195"
13352,3714,\N,"2014-10-28 12:57:32","ready","global unready","VirtualCarolyn","128.2.220.118:50195"
13353,3714,\N,"2014-10-28 12:57:34","text","\
Regarding learning analytics tools, did you find the classifications of a) proprietary/open source and b) single functionally/Integrated suites to be useful? How would you improve these classifications to make them more relevant to educators starting with analytics toolsets?\
    ","VirtualCarolyn","128.2.220.118:50195"
13354,3714,\N,"2014-10-28 12:57:40","presence","leave","gustavosf","179.219.248.135:32850"
13355,3711,\N,"2014-10-28 12:57:46","text","oh! man that not really my field","el","41.137.70.153:44020"
13356,3714,\N,"2014-10-28 12:57:46","ready","global unready","VirtualCarolyn","128.2.220.118:50195"
13357,3714,\N,"2014-10-28 12:57:48","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:50195"
13358,3714,\N,"2014-10-28 12:57:59","presence","join","Yuansi","221.179.168.139:39974"
13359,3711,\N,"2014-10-28 12:58:02","text","I find these course as very interesting because i am helping an NGO for measuring learning impact of students.Fortunately this course teaches everything about learning analytics","praveengowdadm","116.75.123.81:59333"
13360,3711,\N,"2014-10-28 12:58:15","text","Iam in engineers in food industry","el","41.137.70.153:44020"
13361,3711,\N,"2014-10-28 12:58:32","ready","ready","praveengowdadm","116.75.123.81:59333"
13362,3711,\N,"2014-10-28 12:58:33","private","Hang on until everyone is ready, praveengowdadm.","VirtualCarolyn","128.2.220.118:50193"
13363,3711,\N,"2014-10-28 12:58:39","text","That&#39;s cool el","praveengowdadm","116.75.123.81:59333"
13364,3711,\N,"2014-10-28 12:59:04","text","Do you find this c?ourse interesting","praveengowdadm","116.75.123.81:59333"
13365,3711,\N,"2014-10-28 12:59:05","text","by stell I love every thing about this field","el","41.137.70.153:44020"
13366,3711,\N,"2014-10-28 12:59:37","text","still$","el","41.137.70.153:44020"
13367,3711,\N,"2014-10-28 12:59:41","text","Cool part is we are getting tableau access for 3 months","praveengowdadm","116.75.123.81:59333"
13368,3711,\N,"2014-10-28 12:59:57","text","i understood.","praveengowdadm","116.75.123.81:59333"
13369,3711,\N,"2014-10-28 12:59:59","text","yes","el","41.137.70.153:44020"
13370,3711,\N,"2014-10-28 13:00:05","text","I agree ","el","41.137.70.153:44020"
13371,3711,\N,"2014-10-28 13:00:17","text","click on we&#39;re ready ","praveengowdadm","116.75.123.81:59333"
13372,3714,\N,"2014-10-28 13:00:21","presence","leave","Yuansi","221.179.168.139:39974"
13373,3711,\N,"2014-10-28 13:00:22","text","ok","el","41.137.70.153:44020"
13374,3711,\N,"2014-10-28 13:00:25","ready","ready","el","41.137.70.153:44020"
13375,3711,\N,"2014-10-28 13:00:27","ready","global unready","VirtualCarolyn","128.2.220.118:50193"
13376,3711,\N,"2014-10-28 13:00:28","text","we will get next instruction","praveengowdadm","116.75.123.81:59333"
13377,3711,\N,"2014-10-28 13:00:29","text","\
Regarding learning analytics tools, did you find the classifications of a) proprietary/open source and b) single functionally/Integrated suites to be useful? How would you improve these classifications to make them more relevant to educators starting with analytics toolsets?\
    ","VirtualCarolyn","128.2.220.118:50193"
13378,3711,\N,"2014-10-28 13:00:41","ready","global unready","VirtualCarolyn","128.2.220.118:50193"
13379,3711,\N,"2014-10-28 13:00:43","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:50193"
13380,3714,\N,"2014-10-28 13:01:00","presence","join","Yuansi","221.179.168.139:42404"
13381,3714,\N,"2014-10-28 13:01:05","presence","leave","Yuansi","221.179.168.139:42404"
13382,3711,\N,"2014-10-28 13:01:42","text","This assignment is very surprising and cool one. They make sure we take course seriously and learn from this a lot.","praveengowdadm","116.75.123.81:59333"
13383,3711,\N,"2014-10-28 13:02:04","text","yes ","el","41.137.70.153:44020"
13384,3711,\N,"2014-10-28 13:02:41","text","what do y think?","el","41.137.70.153:44020"
13385,3711,\N,"2014-10-28 13:02:59","text","now we have to discuss about open source and proprietary software","praveengowdadm","116.75.123.81:59333"
13386,3711,\N,"2014-10-28 13:03:31","text","Tools which are free are open source for example : R ","praveengowdadm","116.75.123.81:59333"
13387,3714,\N,"2014-10-28 13:03:45","text","We're going to have to move on soon.","VirtualCarolyn","128.2.220.118:50195"
13388,3703,\N,"2014-10-28 13:03:58","text","It's nearly time to proceed - please finish discussing this one.","VirtualCarolyn","128.2.220.118:59682"
13389,3711,\N,"2014-10-28 13:04:08","text","Tools which we need to buy by paying money","praveengowdadm","116.75.123.81:59333"
13390,3711,\N,"2014-10-28 13:04:22","text","do y have enough  knowledge about this ","el","41.137.70.153:44020"
13391,3711,\N,"2014-10-28 13:04:52","text","I am intermediate level. ","praveengowdadm","116.75.123.81:59333"
13392,3711,\N,"2014-10-28 13:05:34","text","You","praveengowdadm","116.75.123.81:59333"
13393,3714,\N,"2014-10-28 13:05:49","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:50195"
13394,3714,\N,"2014-10-28 13:05:57","ready","global unready","VirtualCarolyn","128.2.220.118:50195"
13395,3714,\N,"2014-10-28 13:05:59","text","Once you've fully discussed this, press the \We're Ready\ button (or type \ready\).","VirtualCarolyn","128.2.220.118:50195"
13396,3711,\N,"2014-10-28 13:06:08","text","I feel it not fair for y; y know more then me","el","41.137.70.153:44020"
13397,3711,\N,"2014-10-28 13:06:41","text","We need to start wrapping up this discussion. Get ready to move on.","VirtualCarolyn","128.2.220.118:50193"
13398,3711,\N,"2014-10-28 13:06:42","text","but don&#39;t worry i train to keep up ","el","41.137.70.153:44020"
13399,3703,\N,"2014-10-28 13:07:00","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:59682"
13400,3703,\N,"2014-10-28 13:07:08","presence","leave","VirtualCarolyn","128.2.220.118:59682"
13401,3711,\N,"2014-10-28 13:07:17","text","No Worries Bro. Learning is a process.","praveengowdadm","116.75.123.81:59333"
13402,3711,\N,"2014-10-28 13:07:58","ready","ready","praveengowdadm","116.75.123.81:59333"
13403,3711,\N,"2014-10-28 13:07:59","private","Thanks, praveengowdadm. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:50193"
13404,3711,\N,"2014-10-28 13:08:11","text","Click on we&#39;re ready","praveengowdadm","116.75.123.81:59333"
13405,3711,\N,"2014-10-28 13:08:20","ready","ready","el","41.137.70.153:44020"
13406,3711,\N,"2014-10-28 13:08:21","text","Looks like we're ready.","VirtualCarolyn","128.2.220.118:50193"
13407,3711,\N,"2014-10-28 13:08:23","ready","global unready","VirtualCarolyn","128.2.220.118:50193"
13408,3711,\N,"2014-10-28 13:08:24","text","did","el","41.137.70.153:44020"
13409,3711,\N,"2014-10-28 13:08:25","text","\
Reflect on the structure of the dual-layer structure of the course. Describe your experience of coming to understand different course elements.\
    ","VirtualCarolyn","128.2.220.118:50193"
13410,3711,\N,"2014-10-28 13:08:33","ready","global unready","VirtualCarolyn","128.2.220.118:50193"
13411,3711,\N,"2014-10-28 13:08:35","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:50193"
13412,3711,\N,"2014-10-28 13:09:28","text","Do you remember anything about dual layer structure","praveengowdadm","116.75.123.81:59333"
13413,3711,\N,"2014-10-28 13:10:22","text","of the course","praveengowdadm","116.75.123.81:59333"
13414,3711,\N,"2014-10-28 13:10:53","text","I thing is about the 2 different methods of taking course ","el","41.137.70.153:44020"
13415,3711,\N,"2014-10-28 13:11:02","text","I think its about edx platform and prosolo. ","praveengowdadm","116.75.123.81:59333"
13416,3711,\N,"2014-10-28 13:11:23","text","Yes El, your correct.","praveengowdadm","116.75.123.81:59333"
13417,3711,\N,"2014-10-28 13:11:25","text","no it about the method ","el","41.137.70.153:44020"
13418,3711,\N,"2014-10-28 13:11:52","text","rid pill and the blue one  ","el","41.137.70.153:44020"
13419,3714,\N,"2014-10-28 13:11:55","text","It's nearly time to proceed - please finish discussing this one.","VirtualCarolyn","128.2.220.118:50195"
13420,3711,\N,"2014-10-28 13:12:13","text","i didn&#39;t get you ","praveengowdadm","116.75.123.81:59333"
13421,3711,\N,"2014-10-28 13:13:04","text","There are around 260 students are taking these course presently. Not Bad Right?","praveengowdadm","116.75.123.81:59333"
13422,3711,\N,"2014-10-28 13:13:05","text","the give the example of the red pill ","el","41.137.70.153:44020"
13423,3711,\N,"2014-10-28 13:13:12","text","at the start ","el","41.137.70.153:44020"
13424,3711,\N,"2014-10-28 13:13:24","text","oh i forgot about it. ","praveengowdadm","116.75.123.81:59333"
13425,3711,\N,"2014-10-28 13:13:44","text","ok","el","41.137.70.153:44020"
13426,3711,\N,"2014-10-28 13:13:46","text","lets go to next question","praveengowdadm","116.75.123.81:59333"
13427,3711,\N,"2014-10-28 13:13:54","text","ok","el","41.137.70.153:44020"
13428,3711,\N,"2014-10-28 13:13:55","ready","ready","el","41.137.70.153:44020"
13429,3711,\N,"2014-10-28 13:13:57","private","Thanks, el. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:50193"
13430,3711,\N,"2014-10-28 13:13:57","ready","ready","praveengowdadm","116.75.123.81:59333"
13431,3714,\N,"2014-10-28 13:13:59","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:50195"
13432,3711,\N,"2014-10-28 13:13:59","ready","global unready","VirtualCarolyn","128.2.220.118:50193"
13433,3711,\N,"2014-10-28 13:14:01","text","\
Now this activity has come to an end.  Thanks for a great chat!\
    ","VirtualCarolyn","128.2.220.118:50193"
13434,3714,\N,"2014-10-28 13:14:07","presence","leave","VirtualCarolyn","128.2.220.118:50195"
13435,3711,\N,"2014-10-28 13:14:10","presence","leave","VirtualCarolyn","128.2.220.118:50193"
13436,3711,\N,"2014-10-28 13:14:29","text","how can i contact you","praveengowdadm","116.75.123.81:59333"
13437,3711,\N,"2014-10-28 13:14:44","presence","leave","el","41.137.70.153:44020"
13438,3711,\N,"2014-10-28 13:14:59","presence","leave","praveengowdadm","116.75.123.81:59333"
13439,3711,\N,"2014-10-28 13:15:07","presence","join","praveengowdadm","116.75.123.81:61043"
13440,3711,\N,"2014-10-28 13:15:20","presence","leave","praveengowdadm","116.75.123.81:61043"
13441,3103,\N,"2014-10-28 14:27:02","presence","leave","RobertIsaev","62.192.247.132:52680"
13442,3703,\N,"2014-10-28 14:55:24","presence","join","KrzysztofStanik","141.99.250.139:40610"
13443,3636,\N,"2014-10-28 14:55:27","presence","join","RichGillin","206.174.60.130:54797"
13444,3703,\N,"2014-10-28 14:58:54","presence","leave","KrzysztofStanik","141.99.250.139:40610"
13445,3721,\N,"2014-10-28 14:59:54","presence","join","VirtualCarolyn","128.2.220.118:59698"
13446,3721,\N,"2014-10-28 15:00:10","presence","join","CeciliaVasquez","68.193.57.162:33153"
13447,3721,\N,"2014-10-28 15:00:13","text"," \
In this collaborative activity, we will reflect on the logic of analytics, the data cycle, and tools used this week. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:59698"
13448,3721,\N,"2014-10-28 15:00:23","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:59698"
13449,3721,\N,"2014-10-28 15:00:29","presence","join","vikas12april","122.167.177.118:18534"
13450,3721,\N,"2014-10-28 15:00:47","text","I am Cecilia Vasquez from Chile. I am an educational researcher.","CeciliaVasquez","68.193.57.162:33153"
13451,3721,\N,"2014-10-28 15:01:03","ready","ready","CeciliaVasquez","68.193.57.162:33153"
13452,3721,\N,"2014-10-28 15:01:05","ready","global unready","VirtualCarolyn","128.2.220.118:59698"
13453,3721,\N,"2014-10-28 15:01:07","text","\
Let’s start by looking at the logic of analytics, namely, how we use data to understand the world. Did this resonate with you? What are your concerns with this worldview?","VirtualCarolyn","128.2.220.118:59698"
13454,3721,\N,"2014-10-28 15:01:16","text","I m vikas from India. I am a learner.","vikas12april","122.167.177.118:18534"
13455,3721,\N,"2014-10-28 15:01:17","ready","global unready","VirtualCarolyn","128.2.220.118:59698"
13456,3721,\N,"2014-10-28 15:01:19","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:59698"
13457,3636,\N,"2014-10-28 15:02:26","presence","leave","RichGillin","206.174.60.130:54797"
13458,3724,\N,"2014-10-28 15:02:54","presence","join","VirtualCarolyn","128.2.220.118:59700"
13459,3724,\N,"2014-10-28 15:03:07","presence","join","hazy07","14.97.67.77:50636"
13460,3724,\N,"2014-10-28 15:03:11","text"," \
In this collaborative activity, we will reflect on the logic of analytics, the data cycle, and tools used this week. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:59700"
13461,3724,\N,"2014-10-28 15:03:21","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:59700"
13462,3724,\N,"2014-10-28 15:03:26","text","alright","hazy07","14.97.67.77:50636"
13463,3724,\N,"2014-10-28 15:03:32","text","ready","hazy07","14.97.67.77:50636"
13464,3724,\N,"2014-10-28 15:03:33","ready","global unready","VirtualCarolyn","128.2.220.118:59700"
13465,3724,\N,"2014-10-28 15:03:35","text","\
Let’s start by looking at the logic of analytics, namely, how we use data to understand the world. Did this resonate with you? What are your concerns with this worldview?","VirtualCarolyn","128.2.220.118:59700"
13466,3724,\N,"2014-10-28 15:03:45","ready","global unready","VirtualCarolyn","128.2.220.118:59700"
13467,3724,\N,"2014-10-28 15:03:47","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:59700"
13468,3721,\N,"2014-10-28 15:03:54","text","The analytics model is quite easy to understand but my concern is related with how to use tools to analyze the data. Also, I need to know whether analytics learning provide the skills to work with qualitative data such as open-ended questions, interviews, etc","CeciliaVasquez","68.193.57.162:33153"
13469,3726,\N,"2014-10-28 15:05:04","presence","join","VirtualCarolyn","128.2.220.118:59702"
13470,3721,\N,"2014-10-28 15:05:09","ready","ready","CeciliaVasquez","68.193.57.162:33153"
13471,3721,\N,"2014-10-28 15:05:11","private","Thanks, CeciliaVasquez. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:59698"
13472,3726,\N,"2014-10-28 15:05:23","presence","join","Kathy","129.107.97.231:59491"
13473,3726,\N,"2014-10-28 15:05:27","text"," \
In this collaborative activity, we will reflect on the logic of analytics, the data cycle, and tools used this week. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:59702"
13474,3726,\N,"2014-10-28 15:05:37","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:59702"
13475,3724,\N,"2014-10-28 15:06:11","text","data analytics is a collection of data or reports in some business to get their bugdtet","hazy07","14.97.67.77:50636"
13476,3724,\N,"2014-10-28 15:06:18","presence","join","snoringkitty","50.134.146.188:50448"
13477,3726,\N,"2014-10-28 15:06:20","text","Do I share here, or under &quot;Information&quot; ","Kathy","129.107.97.231:59491"
13478,3724,\N,"2014-10-28 15:06:26","text","Hi all","snoringkitty","50.134.146.188:50448"
13479,3724,\N,"2014-10-28 15:06:30","text","hello","hazy07","14.97.67.77:50636"
13480,3726,\N,"2014-10-28 15:06:54","ready","ready","Kathy","129.107.97.231:59491"
13481,3726,\N,"2014-10-28 15:06:55","ready","global unready","VirtualCarolyn","128.2.220.118:59702"
13482,3726,\N,"2014-10-28 15:06:57","text","\
Let’s start by looking at the logic of analytics, namely, how we use data to understand the world. Did this resonate with you? What are your concerns with this worldview?","VirtualCarolyn","128.2.220.118:59702"
13483,3726,\N,"2014-10-28 15:07:07","ready","global unready","VirtualCarolyn","128.2.220.118:59702"
13484,3726,\N,"2014-10-28 15:07:09","text","Once you've fully discussed this, press the \We're Ready\ button (or type \ready\).","VirtualCarolyn","128.2.220.118:59702"
13485,3724,\N,"2014-10-28 15:07:16","text","Possibly dumb question ... is the assignment for this week up? Is it the Bazaar or is there something else?","snoringkitty","50.134.146.188:50448"
13486,3721,\N,"2014-10-28 15:07:28","text","What is difference between Data Analyst and Data Analytics ?","vikas12april","122.167.177.118:18534"
13487,3726,\N,"2014-10-28 15:07:29","presence","leave","Kathy","129.107.97.231:59491"
13488,3724,\N,"2014-10-28 15:07:47","text","even i felt so....was the answer right???","hazy07","14.97.67.77:50636"
13489,3726,\N,"2014-10-28 15:08:27","presence","join","aniballetelieri","200.104.206.157:53590"
13490,3724,\N,"2014-10-28 15:09:03","text","anybody der?????","hazy07","14.97.67.77:50636"
13491,3724,\N,"2014-10-28 15:09:23","text","On worldview and how to use data to understand the world?","snoringkitty","50.134.146.188:50448"
13492,3721,\N,"2014-10-28 15:11:20","ready","ready","vikas12april","122.167.177.118:18534"
13493,3721,\N,"2014-10-28 15:11:22","ready","global unready","VirtualCarolyn","128.2.220.118:59698"
13494,3721,\N,"2014-10-28 15:11:24","text","\
What is your reaction to the data cycle - is it something that has application to your interaction with learning data?\
    ","VirtualCarolyn","128.2.220.118:59698"
13495,3721,\N,"2014-10-28 15:11:28","text","Data analyst could be any kind of analysis to report something, it could be made using SPSS, statistics, Excel, etc. It just report results. However, data analytics is more complete. It provides information in order to improve educational institution&#39;s programs, classes, learning, teaching, etc. Its main goal is improvement by showing big picture of the reality. ","CeciliaVasquez","68.193.57.162:33153"
13496,3724,\N,"2014-10-28 15:11:29","text","I think they want to be thinking about data analytics more broadly","snoringkitty","50.134.146.188:50448"
13497,3721,\N,"2014-10-28 15:11:29","ready","ready","CeciliaVasquez","68.193.57.162:33153"
13498,3721,\N,"2014-10-28 15:11:32","ready","global unready","VirtualCarolyn","128.2.220.118:59698"
13499,3721,\N,"2014-10-28 15:11:34","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:59698"
13500,3724,\N,"2014-10-28 15:12:08","text","by analytics of different coutries we can get the world overview as to where the whole world is stadning....","hazy07","14.97.67.77:50636"
13501,3721,\N,"2014-10-28 15:12:49","text","ok","vikas12april","122.167.177.118:18534"
13502,3724,\N,"2014-10-28 15:13:27","text","By worldview, they meant way of looking at the use of data","snoringkitty","50.134.146.188:50448"
13503,3724,\N,"2014-10-28 15:13:45","text","not necessarily about the whole world, I think ","snoringkitty","50.134.146.188:50448"
13504,3724,\N,"2014-10-28 15:13:48","text","as in....i guess m confused now","hazy07","14.97.67.77:50636"
13505,3721,\N,"2014-10-28 15:13:56","text","The data cycle is clear. I have been implementing something like that in my work. However, I think it lacks something: &quot;sharing and agreement&quot; among the staff. ","CeciliaVasquez","68.193.57.162:33153"
13506,3721,\N,"2014-10-28 15:13:59","ready","ready","CeciliaVasquez","68.193.57.162:33153"
13507,3721,\N,"2014-10-28 15:14:04","private","Hang on until everyone is ready, CeciliaVasquez.","VirtualCarolyn","128.2.220.118:59698"
13508,3730,\N,"2014-10-28 15:14:09","presence","join","VirtualCarolyn","128.2.220.118:59708"
13509,3724,\N,"2014-10-28 15:14:34","text","It is a fuzzy question. How do you feel about the use of data to understand the world around us?","snoringkitty","50.134.146.188:50448"
13510,3724,\N,"2014-10-28 15:14:58","text","It isn&#39;t important really, so don&#39;t worry =)","snoringkitty","50.134.146.188:50448"
13511,3724,\N,"2014-10-28 15:15:26","text","ya may be....","hazy07","14.97.67.77:50636"
13512,3724,\N,"2014-10-28 15:15:33","text","I&#39;m just hear to try to get more information about the assignments. They keep referring to an assignment bank and I&#39;m not sure where it is.","snoringkitty","50.134.146.188:50448"
13513,3724,\N,"2014-10-28 15:15:34","text","its just v 2out here","hazy07","14.97.67.77:50636"
13514,3724,\N,"2014-10-28 15:16:05","text","ya even i m nt getting as to hw th assigment bank is","hazy07","14.97.67.77:50636"
13515,3721,\N,"2014-10-28 15:16:31","image","http://webceciliavasquez.blogspot.com/","CeciliaVasquez","68.193.57.162:33153"
13516,3726,\N,"2014-10-28 15:16:48","ready","ready","aniballetelieri","200.104.206.157:53590"
13517,3726,\N,"2014-10-28 15:16:50","ready","global unready","VirtualCarolyn","128.2.220.118:59702"
13518,3726,\N,"2014-10-28 15:16:52","text","\
What is your reaction to the data cycle - is it something that has application to your interaction with learning data?\
    ","VirtualCarolyn","128.2.220.118:59702"
13519,3726,\N,"2014-10-28 15:17:00","ready","global unready","VirtualCarolyn","128.2.220.118:59702"
13520,3726,\N,"2014-10-28 15:17:02","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:59702"
13521,3724,\N,"2014-10-28 15:17:26","text","It's nearly time to proceed - please finish discussing this one.","VirtualCarolyn","128.2.220.118:59700"
13522,3721,\N,"2014-10-28 15:17:30","text","Which profile, Data Science (R+SAS+Statistcs+ML+NLP) or","vikas12april","122.167.177.118:18534"
13523,3721,\N,"2014-10-28 15:18:19","text","Big Data Analytics (Hadoop+R), is the best for career enhancements? ","vikas12april","122.167.177.118:18534"
13524,3721,\N,"2014-10-28 15:18:38","text","I do not know what you mean ","CeciliaVasquez","68.193.57.162:33153"
13525,3724,\N,"2014-10-28 15:18:41","text","k","hazy07","14.97.67.77:50636"
13526,3731,\N,"2014-10-28 15:19:09","presence","join","VirtualCarolyn","128.2.220.118:59710"
13527,3731,\N,"2014-10-28 15:19:21","presence","join","FranSachs","96.232.112.211:49622"
13528,3731,\N,"2014-10-28 15:19:24","text"," \
In this collaborative activity, we will reflect on the logic of analytics, the data cycle, and tools used this week. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:59710"
13529,3731,\N,"2014-10-28 15:19:34","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:59710"
13530,3724,\N,"2014-10-28 15:19:53","text","She is just a bot","snoringkitty","50.134.146.188:50448"
13531,3731,\N,"2014-10-28 15:20:00","text","Hi","FranSachs","96.232.112.211:49622"
13532,3721,\N,"2014-10-28 15:20:17","ready","unready","CeciliaVasquez","68.193.57.162:33153"
13533,3724,\N,"2014-10-28 15:20:21","text","Um, ok, so there are some forum posts ... one post is saying there will be an email today with clarification on the assignment","snoringkitty","50.134.146.188:50448"
13534,3724,\N,"2014-10-28 15:20:28","text","\
What is your reaction to the data cycle - is it something that has application to your interaction with learning data?\
    ","VirtualCarolyn","128.2.220.118:59700"
13535,3724,\N,"2014-10-28 15:20:36","ready","global unready","VirtualCarolyn","128.2.220.118:59700"
13536,3724,\N,"2014-10-28 15:20:38","text","Press or type \ready\ when you finished the discussion.","VirtualCarolyn","128.2.220.118:59700"
13537,3721,\N,"2014-10-28 15:20:43","text","as per the career prospects, which job role will be good?","vikas12april","122.167.177.118:18534"
13538,3724,\N,"2014-10-28 15:21:17","text","ready","hazy07","14.97.67.77:50636"
13539,3724,\N,"2014-10-28 15:21:18","private","Thanks, hazy07. Hang on until everyone else is ready...","VirtualCarolyn","128.2.220.118:59700"
13540,3724,\N,"2014-10-28 15:21:24","text","k","hazy07","14.97.67.77:50636"
13541,3721,\N,"2014-10-28 15:21:45","text","I do not know","CeciliaVasquez","68.193.57.162:33153"
13542,3731,\N,"2014-10-28 15:21:49","text","Is anyone there?","FranSachs","96.232.112.211:49622"
13543,3733,\N,"2014-10-28 15:21:49","presence","join","VirtualCarolyn","128.2.220.118:59712"
13544,3724,\N,"2014-10-28 15:21:55","text","ready","snoringkitty","50.134.146.188:50448"
13545,3724,\N,"2014-10-28 15:21:56","text","Looks like we're ready.","VirtualCarolyn","128.2.220.118:59700"
13546,3724,\N,"2014-10-28 15:21:58","ready","global unready","VirtualCarolyn","128.2.220.118:59700"
13547,3724,\N,"2014-10-28 15:22:00","text","What ideas do you have for improving policy and strategy support in your organization in order to begin deployment of learning analytics practices?\
    ","VirtualCarolyn","128.2.220.118:59700"
13548,3733,\N,"2014-10-28 15:22:01","presence","join","gsiemens","129.107.2.108:50269"
13549,3733,\N,"2014-10-28 15:22:01","presence","join","Franzi","78.72.175.178:51749"
13550,3733,\N,"2014-10-28 15:22:04","text"," \
In this collaborative activity, we will reflect on the logic of analytics, the data cycle, and tools used this week. First, take a couple of minutes to introduce yourselves.\
    ","VirtualCarolyn","128.2.220.118:59712"
13551,3724,\N,"2014-10-28 15:22:08","ready","global unready","VirtualCarolyn","128.2.220.118:59700"
13552,3724,\N,"2014-10-28 15:22:10","text","Take your time to discuss this - we'll move on when everyone is ready.","VirtualCarolyn","128.2.220.118:59700"
13553,3724,\N,"2014-10-28 15:22:12","text","Sigh, all we want is assignment clarification","snoringkitty","50.134.146.188:50448"
13554,3733,\N,"2014-10-28 15:22:14","text","When you've finished introducing each other, press the \We're Ready\ button (or type \ready\) to begin.","VirtualCarolyn","128.2.220.118:59712"
13555,3724,\N,"2014-10-28 15:22:16","text","=*(","snoringkitty","50.134.146.188:50448"
13556,3733,\N,"2014-10-28 15:22:21","text","Hi - I&#39;m George - I&#39;m a course instructor for this MOOC","gsiemens","129.107.2.108:50269"
13557,3721,\N,"2014-10-28 15:22:41","text","humm...","vikas12april","122.167.177.118:18534"
13558,3731,\N,"2014-10-28 15:23:02","ready","ready","FranSachs","96.232.112.211:49622"
13559,3731,\N,"2014-10-28 15:23:03","text","I think we're all ready.","VirtualCarolyn","128.2.220.118:59710"
13560,3731,\N,"2014-10-28 15:23:05","ready","global unready","VirtualCarolyn","128.2.220.118:59710"
13561,3731,\N,"2014-10-28 15:23:07","text","\
Let’s start by looking at the logic of analytics, namely, how we use data to understand the world. Did this resonate with you? What are your concerns with this worldview?","VirtualCarolyn","128.2.220.118:59710"
13562,3733,\N,"2014-10-28 15:23:08","text","Hey, I am Franzi, currentlty studying IT &amp; Learning in Sweden. Nice to get to know you :)","Franzi","78.72.175.178:51749"
13563,3731,\N,"2014-10-28 15:23:17","ready","global unready","VirtualCarolyn","128.2.220.118:59710"
